@@ROOF@@,@@WALL@@,@@FLOOR@@,@@WIN@@,@@SHGC@@,@@LPD@@,@@HEATEFF@@,@@COP@@,@@EPD@@,@@HSP@@,@@CSP@@,@@OCC@@,c0: Total[kBtu]
0.399027148,0.140143178,0.252676295,1.909286588,0.392188434,9.192357961,3.006551218,4.07303784,4.248409515,23.70083049,28.95819575,0.012007828,65624.23408
0.400424511,0.126749856,0.280003643,1.963432211,0.385613748,8.910189494,3.092748135,3.82407206,5.035275946,23.68860778,27.67397217,0.012845059,69462.21857
0.417017774,0.115890716,0.250541071,1.947303155,0.392907333,9.509774824,2.974032249,4.028478517,5.233851848,23.68270568,26.51317793,0.011213161,73448.37812
0.43474975,0.142104903,0.253799961,1.887984636,0.388420059,9.360027721,3.01384077,4.032166056,7.288064406,23.66557982,24.50778684,0.010239248,83361.12688
0.400323873,0.121612888,0.26819508,1.81266511,0.371739864,9.652948513,2.975688327,3.904127304,3.527566886,23.65618376,25.95277673,0.01076057,66819.67018
0.313247276,0.097348219,0.226655418,3.225287447,0.486097617,10.42036021,2.917680343,3.124848106,2.652889242,22.76952324,25.53601896,0.011265554,69542.3262
0.404120224,0.127659628,0.258881098,1.925210474,0.393910054,9.631996244,2.938563376,3.8460228,4.325328623,23.64045249,25.54455582,0.010867715,70909.38421
0.409057829,0.131361168,0.25530067,1.902168135,0.373197498,9.615630093,2.901804711,3.917248756,4.787101092,23.63693183,28.41227571,0.010828707,70039.2138
0.443459324,0.132153253,0.268139517,1.928474745,0.393053153,9.52365921,3.058922549,4.019460021,2.371876095,23.6210226,25.15158382,0.009850556,62030.55314
0.400674177,0.128199349,0.264922378,1.900164046,0.391187911,9.047322448,2.954587693,3.93474701,4.27499181,23.61514062,25.19690173,0.010656544,69605.15953
0.405594486,0.121759276,0.250760672,1.981471471,0.38999313,9.665500531,3.047804813,4.06890799,3.72796525,23.6020142,25.5807431,0.010962753,67884.31081
0.441388028,0.118228628,0.251029526,1.950785764,0.387187351,9.211487321,2.98777542,3.94655404,6.684144153,23.58120192,26.45009429,0.012884071,78584.1125
0.417138424,0.120898572,0.273312855,1.922217166,0.39411829,9.667955668,2.921746161,3.898893267,4.810968623,23.56871459,25.16354536,0.009603483,73757.96992
0.419122881,0.123986644,0.256926137,1.925679781,0.397868916,9.628689631,2.922488262,3.977520937,3.597667627,23.56430078,25.66091412,0.011315707,67593.76219
0.424299909,0.134747922,0.257579562,1.835531197,0.395353717,9.464095146,3.067403209,4.102875054,6.928439563,23.55517959,27.50179844,0.014454059,77506.59455
0.425363601,0.122414844,0.263554734,1.856520906,0.383221483,9.291081051,2.923463648,3.917851699,7.585328313,23.53869008,24.84582121,0.014792202,84628.66746
0.298002343,0.096815156,0.233730293,3.076280437,0.452792798,10.28963674,3.169951399,2.988175892,3.754780322,22.75536567,23.8842622,0.012971624,75588.32201
0.413673772,0.116668247,0.266854724,1.943181266,0.399316775,9.346392054,2.96318647,4.170598577,5.991595068,23.52479841,23.82149397,0.012405932,79843.42757
0.458481477,0.146099807,0.284919065,1.976721203,0.387794417,9.624485061,2.976048047,3.908508141,4.40648513,23.50804828,23.68837886,0.009823323,73384.78953
0.434219529,0.123507481,0.257854259,1.919264603,0.388607971,9.342942394,2.932470565,3.844890228,5.196094968,23.49937796,27.85185989,0.013154946,71261.46306
0.402907689,0.126121254,0.253532379,1.898828254,0.389400515,9.683584472,2.912467188,4.067913571,3.803035145,23.48533509,27.54402422,0.01418675,66224.36718
0.457518768,0.12260586,0.26056675,1.939790455,0.377529808,9.43193507,3.079815686,3.957862782,3.514452457,23.47990829,26.04501639,0.011541569,65494.00415
0.407711507,0.117287364,0.263356844,1.933229081,0.361594996,9.593532311,3.217380291,4.076638229,2.556299716,23.46459231,25.52571696,0.011240112,61797.67349
0.409503035,0.122294036,0.253414043,1.968085085,0.394153845,9.576157186,3.036201517,4.301392439,7.242345421,23.44975484,26.59948995,0.0090979,80720.08025
0.403369208,0.119692693,0.262711163,1.949184497,0.396244793,9.44886855,2.975298239,3.99515875,5.920207582,23.44460479,24.85716243,0.014016748,77672.56808
0.417365233,0.129252133,0.263229833,1.892914732,0.387307931,9.138312287,2.961445086,3.81622528,4.649593939,23.43391174,28.94727263,0.010449519,67429.84505
0.428807099,0.122997274,0.282861286,1.929201498,0.396326173,9.543327469,3.199244582,3.928103328,3.062144884,23.41353377,28.45868072,0.01354156,60870.47122
0.308593084,0.112605475,0.217552826,3.127395344,0.473636238,10.67955109,2.910166257,3.077295542,3.033299403,22.75027325,26.5287516,0.01147254,69367.75028
0.426101712,0.121669453,0.265745903,1.968745859,0.393125642,9.122964444,2.968556572,4.090173691,6.091302344,23.40618533,25.00403125,0.01093278,77368.9196
0.411922089,0.120146057,0.265666539,1.987153267,0.397318751,9.426506242,2.938095945,3.965573819,4.692602453,23.38840143,24.99045397,0.010123325,72596.71695
0.416099959,0.138403283,0.287649993,1.859657527,0.399623265,9.641944353,3.088920439,4.059878541,3.769558412,23.38613607,27.35937492,0.010144551,64740.83699
0.41799484,0.121350758,0.278142304,1.928420182,0.398956714,9.060432681,2.969860164,3.995928528,7.073677858,23.36618541,26.72569564,0.01241005,79044.32735
0.398907773,0.126472018,0.262282355,1.93057816,0.379549911,9.046544562,3.179446242,3.81964587,2.891815777,23.36391622,28.16945962,0.013275551,59442.09329
0.413577759,0.135452308,0.25173263,1.964669403,0.383618405,9.246090203,2.909674841,3.944745998,5.015320742,23.34854697,23.92121234,0.009140282,74898.59551
0.405202656,0.116718897,0.260822336,1.832540429,0.390318985,9.459162654,2.959327914,3.801624531,4.234234993,23.33820673,28.65207853,0.011668792,66611.76269
0.417248961,0.122151518,0.250797075,1.798148436,0.3819358,8.96433805,2.91898294,3.950490765,6.415906538,23.31831845,24.03782898,0.009386233,79935.3324
0.40208202,0.128980505,0.261341344,1.939524073,0.391273238,9.258751312,2.946097473,3.983224001,6.586474927,23.31051563,27.5151395,0.009909041,76591.34301
0.40978512,0.124319357,0.254866106,1.967589609,0.392052696,9.293239733,2.977320939,3.837854122,7.188922564,23.29612856,26.49290032,0.009937995,80419.63397
0.301063683,0.092239838,0.20856306,3.189350587,0.489492885,10.43560402,3.015062423,2.922233187,6.04513071,22.72971489,25.09814817,0.012364047,84954.94164
0.409206446,0.128891873,0.287943894,1.921648846,0.384197098,9.33423353,2.950557612,3.808944364,3.617655863,23.28752048,23.79332839,0.014733895,69145.14345
0.403218524,0.126626918,0.270526343,1.8685076,0.398775278,9.107615307,2.905826638,3.890245508,7.338877462,23.26932581,24.67982452,0.012919088,83033.47151
0.429653015,0.11647437,0.265383011,1.953315405,0.389377078,9.567604327,2.9203522,3.901282957,4.61692245,23.25919778,27.25128983,0.009002206,69988.05886
0.405532336,0.127209957,0.266721215,1.806061985,0.388085022,9.189698401,2.981944797,3.861413543,7.50779421,23.24879295,25.17554322,0.010730112,82630.0021
0.413082249,0.120403519,0.258823604,1.95477689,0.340926229,9.119746079,2.94329345,3.891383621,4.26014181,23.24274137,28.56609572,0.013590693,66374.09563
0.426758873,0.13632422,0.281524248,1.982522325,0.378757202,9.311050095,2.955550391,3.841923582,5.305362314,23.22634611,27.6066624,0.012612322,71074.4574
0.402410638,0.116859561,0.260352296,1.918382536,0.377583615,9.459748358,2.966171249,3.825987843,3.814285264,23.21285882,23.83158917,0.013031376,70393.55989
0.40356653,0.118391421,0.25365742,1.863650139,0.391863512,9.540919347,2.974900913,3.895987772,2.485880712,23.20055796,23.71426032,0.010887509,64883.88802
0.42880999,0.125236684,0.254286962,1.934547607,0.379832448,9.670293424,2.900505214,3.989094949,6.478258251,23.1841354,27.3917924,0.013183323,77071.39713
0.409365004,0.123411721,0.259252417,1.90244219,0.389690122,9.617298044,3.21047624,4.186209024,7.575198909,23.17347495,28.51774929,0.013609224,78914.25198
0.299092032,0.10371526,0.2322148,2.947363138,0.48395968,10.64948443,3.062219877,3.005727221,4.425599472,22.7250583,28.98262068,0.013812112,71413.96079
0.420441988,0.125851555,0.260033028,1.877714628,0.394824191,8.88991467,2.995225947,4.141915184,6.141564953,23.16371037,26.14516734,0.014166678,74379.63766
0.406345523,0.13679485,0.254707281,1.961755825,0.385403953,8.66956628,3.049004109,3.928972949,4.287699305,23.15506115,23.28337401,0.011632422,70514.61453
0.402879916,0.131539539,0.264357638,1.940527372,0.363261435,9.298435124,2.989681209,3.840796851,4.716924782,23.14184313,25.10493966,0.011663216,71026.60229
0.416707556,0.12294237,0.264711804,1.891962952,0.381345995,9.136756084,2.912962137,4.162410255,6.067009898,23.12792342,28.11217165,0.012767731,73326.15775
0.43816366,0.118487792,0.25868505,1.922725704,0.35461951,9.465449255,3.078444092,3.834153993,4.824426852,23.11296215,25.44638741,0.009130776,71414.27831
0.421598699,0.140232114,0.2630125,1.938800408,0.398048576,8.989598138,2.911710869,3.924394085,5.402084737,23.10829053,28.80908637,0.010628475,69631.20964
0.42761836,0.119778048,0.254480346,1.924705461,0.392979951,9.548154435,2.941246007,3.811182659,3.31294023,23.09711669,28.48224013,0.009116453,63133.25953
0.41317175,0.12232956,0.25335197,1.961154851,0.34992306,9.39479378,3.077672436,3.812377502,3.750281806,23.07776144,28.9152353,0.014422456,63472.80593
0.403839309,0.125973711,0.261986922,1.914144445,0.384567144,9.515069415,2.974623429,4.140239752,6.871903272,23.07062435,25.88456483,0.012492727,79183.46901
0.424886552,0.119949544,0.269280196,1.869085567,0.355133866,9.687331515,3.095072085,3.978424575,2.087868845,23.05993092,23.19961429,0.009184912,63338.70452
0.312810012,0.092953309,0.23573612,3.224934843,0.465172485,10.73023352,3.11751354,3.023617023,4.192931018,22.71136095,28.07600727,0.010170078,72465.33824
0.403036575,0.116353057,0.264118215,1.872424993,0.381041166,9.374765929,2.96573526,3.915728304,7.521075363,23.04553633,28.59582136,0.012218763,79422.22018
0.411236797,0.13061455,0.259792849,1.795310351,0.374092762,9.623952497,2.914142806,3.916850025,6.975358302,23.0329883,26.48900203,0.013985859,79121.71871
0.407644497,0.118033489,0.282076385,1.973358733,0.368299049,9.611244605,3.103641889,4.08671814,5.326918426,23.02078262,25.27818056,0.013503447,73419.82076
0.408463133,0.130245797,0.262943579,1.961949345,0.395818003,9.314651483,2.935022589,4.109141137,6.94498921,23.01188976,27.16531898,0.013303093,77726.65052
0.442179094,0.1199239,0.253868645,1.786594828,0.386036336,9.144694587,3.0384585,4.146580281,4.353334561,22.99375491,26.55187086,0.014232373,66480.54865
0.450528418,0.132813778,0.276841568,1.884069918,0.38619274,9.412606036,2.959001132,3.962812818,4.505119718,22.98260224,24.9515758,0.010678234,70141.40719
0.438759785,0.12164717,0.258276877,1.919909754,0.389563285,9.529768209,3.058496573,3.890640464,5.650315241,22.97933028,28.0556796,0.009629226,71975.07099
0.419837919,0.125178589,0.294258913,1.918540307,0.380110493,9.650217374,3.007018931,3.908325278,4.376570357,22.96513255,24.35908028,0.010950672,71156.16255
0.430013726,0.116999801,0.2795093,1.98847276,0.372088092,8.939727138,3.011069048,3.985974118,2.296249751,22.94845054,23.48807618,0.014618723,62441.48185
0.422550513,0.124167644,0.257470654,1.94203354,0.365767716,9.199387756,2.910656427,4.262154483,5.19936827,22.93632958,25.24826922,0.011835374,72388.55086
0.301911318,0.097829143,0.213138298,3.029479551,0.462648219,10.8546205,2.971047741,2.993474826,5.667121628,22.69399762,28.61089967,0.010406321,78494.65854
0.416161971,0.142422608,0.259936634,1.913519254,0.397057491,9.493476097,3.068697909,3.81801191,4.026007012,22.92190036,27.56190925,0.012487196,64708.02691
0.413393104,0.120130414,0.260262463,1.986428151,0.394049068,9.516482416,2.966713045,3.913177779,7.530076981,22.91848793,24.65543647,0.0149889,84184.97358
0.411883655,0.123059215,0.257282051,1.922976269,0.387039512,9.052706104,2.983692496,3.802122747,3.449180684,22.89878175,25.3995446,0.009434208,64730.06055
0.40780252,0.128651403,0.253405487,1.978340516,0.392147659,9.108038514,2.936023585,3.822103099,6.986382123,22.89152099,28.26094859,0.009382553,76893.04103
0.399275118,0.123218703,0.253010174,1.988933596,0.390158787,9.539298559,2.996456241,3.897485141,7.698127234,22.87513112,27.9069687,0.014766508,80578.63218
0.418189872,0.13329887,0.275409312,1.872050053,0.39976904,9.497014149,3.064950781,3.800674114,5.948877873,22.87059494,24.16853623,0.012090692,77259.18503
0.441934977,0.136524394,0.260451514,1.987746329,0.395706952,9.510790528,2.986762508,4.013417532,5.499280704,22.85364614,23.01971918,0.01212879,77659.02822
0.401263593,0.117688249,0.274556806,1.903354783,0.39054099,9.456387212,3.07875278,3.935309441,3.124622478,22.83765338,23.77066248,0.013795482,65904.09002
0.402193329,0.116393255,0.25905546,1.920493242,0.376735387,8.911739592,3.06941397,3.882765444,5.287500572,22.82830483,26.29699671,0.014542428,70435.12635
0.438327197,0.134906199,0.290339946,1.931418573,0.392561678,9.075775218,2.978216429,4.129505001,4.764656075,22.81788275,27.21927913,0.014363874,67310.96131
0.303428129,0.101028199,0.214384931,3.018678393,0.476783176,10.5793395,3.212039505,2.928842979,5.952059841,23.87164574,27.58742179,0.010483314,81289.83578
0.315433755,0.095990801,0.217899974,3.077125121,0.459878336,10.89207602,3.175299766,3.045181118,7.638179319,22.6866682,24.01660429,0.011410157,93583.01906
0.414881196,0.145225123,0.289997042,1.98405313,0.386346895,9.413789952,3.182009624,3.857181326,6.058770177,22.80898694,28.7242217,0.013080968,71492.96462
0.44605728,0.121923266,0.252181789,1.793925182,0.393200927,9.59656225,2.981631542,3.867626571,3.49487583,22.79362814,28.41176862,0.013219753,62514.52311
0.428606974,0.125614104,0.275794439,1.874489866,0.397592335,9.675411282,3.016099479,4.025453688,2.958691239,22.77695331,28.49658171,0.012455304,60251.20459
0.419070609,0.126049306,0.272682315,1.980963587,0.396814381,9.188863093,2.917680343,4.18113479,2.652889242,22.76952324,25.53601896,0.011265554,61191.09779
0.399079085,0.125449262,0.280868121,1.889443849,0.369626774,9.073588762,3.169951399,3.998263517,3.754780322,22.75536567,23.8842622,0.012971624,66509.33045
0.412967309,0.143221213,0.26215039,1.920838498,0.386641827,9.417422324,2.910166257,4.117508119,3.033299403,22.75027325,26.5287516,0.01147254,61649.73846
0.403093588,0.120298805,0.251749008,1.958891256,0.399586029,9.202305363,3.015062423,3.910030321,6.04513071,22.72971489,25.09814817,0.012364047,75877.36183
0.400508054,0.133215932,0.279114657,1.810263162,0.395069127,9.390908998,3.062219877,4.021747691,4.425599472,22.7250583,28.98262068,0.013812112,64567.10192
0.4184972,0.121101991,0.283188913,1.980747018,0.37973264,9.462115015,3.11751354,4.045684749,4.192931018,22.71136095,28.07600727,0.010170078,65184.86987
0.40420514,0.126590653,0.257042671,1.86069886,0.377672016,9.571801715,2.971047741,4.005353641,5.667121628,22.69399762,28.61089967,0.010406321,71267.67421
0.337470081,0.091379536,0.2367817,2.806233311,0.485252381,10.99499528,2.912365355,2.916994191,6.425288315,22.67725717,26.76392315,0.010198065,84685.51865
0.421937858,0.124521313,0.262552049,1.889962652,0.375410886,9.604830676,3.175299766,4.074538116,7.638179319,22.6866682,24.01660429,0.011410157,84052.16464
0.450835312,0.119330311,0.284398674,1.723581571,0.396124392,9.695586746,2.912365355,3.903020396,6.425288315,22.67725717,26.76392315,0.010198065,76405.72916
0.415953938,0.119723057,0.255227459,1.965258815,0.398806192,8.789309553,3.233770729,3.914151577,7.607312859,22.6647862,24.61516844,0.014637816,81401.18161
0.406922794,0.1176043,0.274106616,1.880442017,0.388225898,9.53426813,3.034775063,3.974765048,7.444521148,22.64778747,26.30898294,0.009726676,80674.73064
0.400924568,0.116748033,0.278815737,1.96154203,0.383987112,8.897865527,3.026204427,3.869273081,6.370199682,22.63836716,28.31457822,0.010929534,73248.30402
0.419376139,0.124156478,0.250398588,1.847743602,0.399747081,9.066581825,2.938976092,3.854754321,5.640013554,22.62587122,23.24585137,0.009209933,77002.87011
0.405258687,0.125931049,0.262336922,1.944204283,0.378576675,9.68791124,2.99855101,3.892488382,3.938535177,22.61745609,23.19036886,0.010606778,70786.27173
0.404923618,0.12712698,0.253204097,1.943189707,0.389045149,9.635369887,3.121852347,3.88468366,7.544073097,22.60771283,28.78372663,0.010918887,78432.71506
0.404638354,0.155121816,0.261555338,1.839385027,0.377186637,8.524866581,3.050215921,4.13147297,6.901231033,22.58526997,25.85711209,0.011971324,75072.82741
0.42179713,0.135808729,0.264301414,1.840173113,0.393479453,9.303158522,2.999776559,3.859580655,3.29640949,22.57849863,26.62836176,0.009914853,61907.93964
0.310870598,0.091728406,0.211569435,3.199717869,0.488537585,9.967258256,3.233770729,2.925313284,7.607312859,22.6647862,24.61516844,0.014637816,90609.12268
0.415645196,0.124025722,0.255595865,1.769092759,0.39551649,9.328096556,3.205096072,3.81433848,2.414007786,22.56051581,26.67597736,0.011173009,57420.85327
0.420581801,0.132550203,0.252635616,1.802317031,0.374148293,9.482552274,2.900251516,3.800250208,5.896863811,22.55088441,25.33448693,0.012442409,75011.37158
0.404758192,0.118161655,0.278364451,1.944872868,0.388170512,9.552075951,2.984755241,3.95453492,2.741234524,22.54038101,27.60998507,0.009587311,60184.23588
0.403397639,0.122645137,0.260895224,1.951205112,0.363952292,9.693054431,2.960686868,3.91046091,4.131444331,22.53409002,27.69261943,0.012611604,66018.01544
0.404335134,0.117417166,0.254187724,1.850384468,0.394583079,9.043060119,2.958483595,4.086073025,5.556068176,22.52053757,24.4616232,0.012789425,73825.81824
0.399979939,0.133571187,0.263450136,1.90730189,0.381754712,9.627087666,3.088283829,3.955599813,6.362343827,22.51055672,28.22816277,0.010994966,73587.45585
0.448406769,0.122621628,0.251926129,1.811404933,0.390985031,8.970684697,3.070618997,3.886112796,6.669584593,22.49864501,25.87922776,0.014915801,75790.93761
0.400268687,0.131616697,0.254798965,1.857872186,0.399908603,9.379270798,2.961185593,3.830172923,5.103875984,22.47758096,23.88886431,0.010561622,73513.57644
0.414572678,0.118444294,0.279059732,1.888965151,0.380418224,9.568903712,2.953302619,3.932565129,5.273582928,22.47498948,24.9321185,0.012356671,73275.79116
0.414442686,0.132252157,0.270846857,1.963891503,0.399861869,8.950537053,3.023745582,4.038389966,2.863407835,22.46359354,25.47792479,0.011374389,60366.38946
0.303983719,0.089846373,0.227886421,3.061624189,0.475576725,10.81205664,3.034775063,2.970613878,7.444521148,22.64778747,26.30898294,0.009726676,89134.23979
0.42038041,0.120638497,0.268647112,1.901672047,0.375666251,9.421582435,2.913370847,3.824802485,6.502643853,22.44814276,24.13206515,0.014208143,79636.43971
0.41710713,0.118184658,0.272513314,1.946063093,0.399086736,9.631161134,3.157090216,3.824911682,5.422100611,22.43233565,28.86912171,0.013769341,69256.31694
0.410335635,0.120365257,0.271654824,1.883065585,0.382846674,9.570613347,2.962772055,3.981470602,4.888104548,22.41701731,23.33794358,0.009176882,74056.19154
0.418854931,0.119163753,0.255780245,1.929816532,0.375156641,9.42424769,3.144490728,4.119718161,6.410040226,22.40914028,26.65476706,0.011069829,74671.4513
0.432811702,0.117655173,0.25281362,1.976352761,0.373156672,9.690916006,3.05401724,3.860704181,5.37004269,22.39549734,27.40926693,0.010107072,71021.57727
0.40106647,0.116927884,0.263710275,1.929012431,0.379453225,9.274630967,2.935583105,3.992239639,6.788713313,22.38736103,27.9682916,0.011545307,75774.95053
0.406128942,0.129345917,0.253479982,1.904978257,0.399474547,9.619819347,2.907569262,4.004935033,5.57122207,22.37126677,23.70761304,0.011599291,76265.02703
0.416845524,0.118794566,0.28120745,1.951576012,0.394902469,9.247115759,2.950879845,3.828168433,3.481113819,22.36774884,28.91765321,0.0145965,61244.50479
0.419947512,0.132035567,0.268901071,1.84737755,0.378170709,9.362062574,3.076102297,3.959257499,5.268355433,22.35101547,26.47544729,0.012718469,69578.4678
0.403957688,0.126350136,0.276295391,1.885344137,0.398578753,8.610348455,2.926380765,3.836327471,2.451635848,22.34160278,27.20137598,0.01084642,56848.68846
0.299409654,0.089085792,0.231956448,3.193666421,0.470384212,10.09036297,3.026204427,2.891772513,6.370199682,22.63836716,28.31457822,0.010929534,80608.8407
0.407666095,0.123872835,0.273455059,1.907858141,0.39752037,9.174843614,3.005019829,3.920849192,7.086146347,22.32523404,28.13726633,0.014074098,75880.21301
0.408335643,0.118083164,0.261667611,1.906874359,0.377778948,9.24054575,3.097571689,4.050710373,2.775610052,22.31796123,28.42547916,0.013262102,57814.89218
0.40707998,0.124962563,0.276583268,1.89355062,0.390251166,9.120428803,3.053418644,3.82287737,3.731349552,22.30767456,26.08091599,0.009397051,63688.32869
0.43712403,0.124770383,0.284027565,1.96020561,0.377900718,9.441784699,3.010417079,3.821553483,3.218202043,22.28429206,23.26719867,0.011916966,66371.42292
0.409626743,0.119224385,0.254125942,1.978870208,0.385943795,8.974420484,3.172035044,4.094152225,4.852436185,22.27573658,24.40506766,0.012164003,69572.43905
0.405753524,0.132224949,0.258411673,1.927056875,0.366188132,9.095186718,3.041498522,3.913865507,7.042424953,22.26664043,23.15483655,0.014865505,81550.6872
0.412923404,0.118637328,0.252615624,1.875115582,0.386448062,9.476226311,3.033733802,3.859123319,6.191386968,22.25163535,25.43101856,0.014828312,75478.17286
0.400739187,0.121534232,0.256829495,1.923214827,0.360513982,9.67724789,3.173669223,3.887543619,6.693375888,22.23793543,23.46548309,0.01265648,80627.44809
0.402482109,0.129705149,0.295785477,1.917503496,0.387009213,9.444473105,2.918140717,3.858001944,2.977093951,22.23022768,23.60538594,0.010417336,64870.75552
0.428354747,0.12803882,0.274026639,1.911935652,0.38629676,9.400955341,3.090315656,3.958111938,2.898814508,22.21706119,27.63299357,0.009713666,58999.93825
0.313480265,0.095666699,0.207395911,3.008386567,0.489690174,10.28169073,2.938976092,2.88092165,5.640013554,22.62587122,23.24585137,0.009209933,87171.82359
0.415846524,0.126424732,0.268063598,1.782092261,0.382625386,8.978253961,2.947452399,3.92483021,5.527306001,22.2074502,27.14138353,0.0115179,69615.39945
0.411227163,0.127151394,0.263825639,1.897303278,0.391542617,8.924657503,2.933885726,4.014128369,7.626380086,22.19321358,24.54078749,0.012309431,81697.51741
0.425006924,0.141250409,0.257146642,1.936061039,0.391256557,9.598298684,3.054702158,4.066126253,5.467218481,22.18485642,23.323213,0.011114015,75001.89279
0.421633079,0.123663415,0.268705375,1.899712351,0.368155494,9.612968969,2.990974862,3.877846698,4.878710263,22.16627517,27.66587374,0.011526296,68022.01758
0.408757669,0.125261832,0.272294628,1.864210911,0.395156512,8.904483242,2.992084774,4.166453033,7.42439863,22.15537401,24.68947955,0.009495734,80134.55884
0.401509992,0.117089526,0.260391209,1.849465804,0.382805976,8.916408227,3.009749108,3.941903955,3.252466829,22.14978759,28.85323842,0.009053451,59154.44989
0.417652504,0.120337521,0.272229541,1.822670621,0.386613177,9.671149009,2.968900776,3.879765344,2.39754842,22.1325438,23.58424632,0.010313649,62514.92944
