@@ROOF@@,@@WALL@@,@@FLOOR@@,@@WIN@@,@@SHGC@@,@@LPD@@,@@HEATEFF@@,@@COP@@,@@EPD@@,@@HSP@@,@@CSP@@,@@OCC@@,c0: Annual_T[GJ]
4.319022182,1.452212981,1.778611173,1.669726475,0.351149772,7.432269138,3.750411645,3.012527374,9.534708608,23.99087238,24.3568023,0.066092368,1624.22708
5.139868997,1.007724026,2.610696701,1.479405034,0.366183723,8.363386888,3.46107147,2.9533578,10.61061193,23.90990031,24.08914058,0.064406569,1773.618948
3.483407458,1.547774986,3.254794781,3.155881472,0.360091153,9.299176534,3.81400383,3.062204975,10.03298482,23.00748912,23.74716238,0.063603227,1757.974228
5.53667082,0.931476249,1.74192498,1.561078186,0.378977422,10.35434682,3.421191303,3.111781059,8.60909194,22.99469011,23.25714065,0.064065843,1663.433842
4.636621443,1.085455658,2.955452194,1.908625522,0.392430187,10.84542029,3.534245001,3.692184403,8.311314685,22.98079442,24.76066833,0.06151768,1599.859013
3.851382693,1.103076622,2.834268932,3.112279354,0.390002356,8.293060008,3.173077321,3.919483006,8.141483472,22.9746027,23.43759627,0.057551846,1557.163198
2.272397293,1.078735274,3.106019853,2.026034646,0.331178974,7.928243396,3.805831611,3.619012571,8.753433362,22.96280473,24.00411679,0.063238746,1563.783301
3.317297949,1.531086129,2.290549586,2.334552541,0.360831161,9.318413131,3.142089368,3.860019509,8.352749322,22.95856104,23.21528748,0.0582418,1583.081425
2.53633323,0.863538742,1.720685721,2.806773793,0.398695404,8.342286087,3.531117502,3.301917209,10.02540996,22.94142907,23.80159104,0.061213491,1742.693833
2.362269571,1.35199797,3.060377679,1.600060525,0.384615651,9.179979715,3.65477765,3.682894885,9.125981714,22.93754859,24.7241896,0.066040372,1616.668226
3.80107977,0.896998886,3.156894139,3.109227083,0.34555987,9.561753346,3.752406568,3.739190834,8.996766188,22.92613412,24.32585908,0.053900259,1649.922
2.615558894,1.124721747,1.999105705,1.817002859,0.341875852,10.20301326,3.383018874,3.639219781,9.815477582,22.91166469,23.04563921,0.054687738,1754.074668
2.763562064,1.258235115,2.080343818,1.778371038,0.36757587,8.875820571,3.82935759,3.338871113,9.973721815,23.89303812,24.74897608,0.054944378,1701.348551
