@@ROOF@@,@@WALL@@,@@FLOOR@@,@@WIN@@,@@SHGC@@,@@LPD@@,@@HEATEFF@@,@@COP@@,@@EPD@@,@@HSP@@,@@CSP@@,@@OCC@@,c0: Annual_T[GJ]
2.606043707,0.930076972,1.704935639,2.733775844,0.357333345,9.363051216,3.525833919,2.866345035,9.534708608,23.99087238,24.3568023,0.066092368,1768.695037
2.691558378,0.805736904,1.972810112,2.672420093,0.370464265,9.790006334,3.336398718,2.844373433,10.61061193,23.90990031,24.08914058,0.064406569,1892.808774
2.4909542,0.952444173,2.120334838,3.212881902,0.365142906,10.21910371,3.567468643,2.884791956,10.03298482,23.00748912,23.74716238,0.063603227,1840.549947
2.725902292,0.780280218,1.690277529,2.698749852,0.381638508,10.70294192,3.310288596,2.903201181,8.60909194,22.99469011,23.25714065,0.064065843,1752.90941
2.641775214,0.830284424,2.056680511,2.810792024,0.393388391,10.92811896,3.384306488,3.118723965,8.311314685,22.98079442,24.76066833,0.06151768,1683.894394
2.545935916,0.835663741,2.02860336,3.198825469,0.391267881,9.757758617,3.14784478,3.203127386,8.141483472,22.9746027,23.43759627,0.057551846,1673.946833
2.237352007,0.828215235,2.089657256,2.84864233,0.339890496,9.590475457,3.562118173,3.091552866,8.753433362,22.96280473,24.00411679,0.063238746,1686.220656
2.463471352,0.948631613,1.88245329,2.948102207,0.365789242,10.22792446,3.127556519,3.181046641,8.352749322,22.95856104,23.21528748,0.0582418,1701.567117
2.30509839,0.756351294,1.681654064,3.100336707,0.398860543,9.780330764,3.382258869,2.973804965,10.02540996,22.94142907,23.80159104,0.061213491,1836.837924
2.261418481,0.905144852,2.079874,2.711316962,0.386563037,10.16444715,3.463220958,3.115274463,9.125981714,22.93754859,24.7241896,0.066040372,1722.693306
2.53885703,0.768289564,2.10035226,3.197841479,0.352451026,10.33950579,3.527140024,3.136178994,8.996766188,22.92613412,24.32585908,0.053900259,1734.189404
2.32380165,0.842181595,1.787165762,2.781254746,0.349233339,10.63354937,3.285296554,3.099056465,9.815477582,22.91166469,23.04563921,0.054687738,1849.895893
2.356946793,0.880318545,1.815143051,2.768800635,0.37168019,10.02497789,3.577520972,2.987527161,9.973721815,23.89303812,24.74897608,0.054944378,1814.906031
2.579107269,0.816254733,1.889409752,2.850066602,0.346104169,10.72629235,3.564596013,3.157225373,10.91013073,22.90555684,22.91075026,0.058033858,1941.30071
2.73553373,0.741745743,2.105027723,2.675219583,0.389398002,10.98627279,3.133504214,2.962661283,10.23653555,22.89771431,24.70544662,0.053993551,1859.685411
2.505735528,0.747691372,1.751226911,3.128264083,0.396715753,9.351917204,3.582478065,2.980247214,10.89298863,22.88732184,23.18089385,0.06879272,1912.731498
2.368939466,0.715410609,2.042265856,2.825119086,0.369368079,10.53018686,3.419149106,3.064552678,10.80258008,22.87315622,23.89497681,0.052422254,1904.650717
2.268453519,0.70233209,2.078045771,3.111901403,0.36021029,9.418058312,3.403641014,2.906071763,10.20594135,22.86530597,23.22943514,0.05643178,1862.072804
2.549647889,0.811413143,1.654955184,2.757942937,0.399303808,9.581781586,3.20447503,2.880468647,9.800422753,22.85489268,22.94062634,0.050699776,1838.729779
2.341421786,0.83421416,1.885695543,3.038193177,0.350602533,10.96414083,3.348117822,2.94549879,8.855484069,22.84788008,23.39187218,0.055355927,1776.50517
2.33583181,0.848443927,1.710723642,3.034038973,0.371286941,10.81316337,3.530875728,2.932475526,10.85786759,22.8397607,23.0236348,0.056396291,1961.334579
2.331062054,0.960710249,1.871978845,2.745025361,0.348526555,9.272987106,3.444993873,3.187092429,10.50085668,22.82105831,23.73791356,0.059904412,1813.931739
2.577566745,0.921493099,1.918562219,2.746175752,0.382363853,9.970385096,3.350749231,2.889049663,8.498871014,22.81541552,23.11308074,0.05304951,1712.116562
2.368509811,0.797926679,1.771842888,3.170263569,0.36825348,9.81855762,3.268162069,3.051329892,9.948791569,23.88676825,24.49579614,0.051881901,1835.182979
2.501529072,0.809659685,1.758567639,2.686025587,0.387760831,10.02291866,3.575563192,2.80664902,8.008817473,22.80042984,24.15175257,0.057243363,1648.089835
2.56388517,0.900233241,1.699343835,2.704718822,0.344534661,10.39229307,3.100682314,2.78046547,9.943067964,22.79240368,24.48091462,0.061474697,1820.959408
2.333066952,0.72393426,2.075192649,3.040941413,0.369239979,10.57892448,3.317476472,3.038702172,8.190547201,22.78365085,24.16938485,0.051957704,1690.589024
2.310223223,0.790601179,1.860135092,3.067372057,0.335932451,10.97897036,3.259949133,2.974481896,8.962618737,22.77840835,23.27277329,0.06203868,1793.515834
2.325982273,0.712549069,1.73043443,2.76236194,0.385269151,9.553777824,3.254456064,3.164454144,9.753802568,22.76711464,23.05159994,0.062631418,1812.756385
2.252508822,0.907642455,1.904615529,2.90195503,0.355952439,10.78951747,3.497302573,3.040122067,10.20157849,22.75879727,24.77018475,0.056649888,1835.007455
2.731111461,0.790268617,1.68518026,2.712346728,0.37599979,9.478531209,3.475014175,2.934878754,10.37220874,22.74887084,24.55081555,0.069719338,1811.874665
2.257378489,0.89282655,1.742668675,2.775812809,0.399748412,10.13726317,3.261187729,2.835896578,9.502671611,22.73131747,23.08750596,0.055205405,1825.98774
2.486618214,0.728253046,2.079541702,2.8473348,0.353599991,10.62548516,3.241408013,3.007986487,9.596920623,22.7291579,23.24618794,0.061188904,1830.706343
2.484780152,0.897935026,2.008877988,3.122225774,0.39961977,9.460352424,3.399040169,3.130150086,8.258397777,22.71966128,23.23391726,0.05791463,1664.445714
2.47724825,0.930713715,1.767622058,2.935714549,0.395015952,9.395059556,3.124563447,2.958020588,7.920004274,23.87458191,24.22784488,0.06298218,1656.930969
2.561552854,0.761422863,1.981997362,2.884199975,0.346436898,10.23807414,3.136221193,2.826010117,10.27949598,22.70678564,24.24706625,0.067360477,1856.020318
2.521096808,0.724285894,2.026888093,3.045854561,0.397486929,10.80114014,3.555422186,2.826211529,9.679401896,22.69361304,22.99957496,0.065897805,1874.523743
2.423585404,0.757345796,2.017860344,2.831743137,0.357984296,10.63024097,3.265115742,3.072591371,9.382840069,22.68084776,24.6050325,0.050589608,1770.703947
2.54329047,0.739216639,1.762234219,2.981260169,0.345778048,10.24460308,3.547758243,3.182054431,10.22806732,22.67428357,24.34592211,0.056899431,1818.179171
2.671400487,0.716188662,1.702904934,3.177925381,0.343388401,10.9728042,3.450941848,2.891037658,9.650490836,22.66291445,22.88066574,0.053690239,1868.344882
2.270851386,0.705074927,1.908926763,2.978212063,0.351994007,9.912945896,3.195569938,3.084943643,10.43836847,22.65613419,23.66096592,0.058484357,1865.279502
2.355867892,0.872200767,1.716251581,2.894522325,0.39855375,10.76881599,3.120524629,3.0986217,9.762218485,22.64272231,23.00867314,0.058664304,1859.148444
2.517661166,0.733597464,2.091373796,3.06894166,0.386118472,9.860279926,3.235246288,2.832211273,8.601449024,22.6397907,22.72953486,0.068654999,1768.040141
2.55647705,0.896225891,1.985282805,2.757343474,0.349979728,10.09785565,3.48229321,3.044949498,9.594017464,22.62584623,23.87026275,0.062394896,1766.114034
2.319646341,0.83930984,2.060604049,2.837650534,0.396091021,9.289227116,3.171173076,2.84717161,8.029714718,22.61800231,23.16312703,0.056154733,1664.96561
2.634582994,0.767548929,1.866778919,3.224117549,0.398418964,10.98234735,3.206085395,2.875484832,8.543468759,23.86108474,24.61019375,0.05968298,1770.39892
2.381071439,0.80759754,2.036190343,2.903755992,0.393191764,9.734909391,3.361833721,2.990538014,10.60355186,22.6043617,22.63801761,0.066913662,1922.152006
2.391899556,0.722734236,1.873970147,2.900576494,0.349391653,9.84810552,3.507701061,3.140162295,8.209638109,22.59830102,23.78668685,0.064207007,1650.696677
2.371514148,0.822007039,2.062787771,2.86012156,0.374190229,9.652853935,3.450016065,2.822456863,8.740420772,22.5897288,24.33793434,0.051323504,1698.541467
2.694845302,0.819515889,2.103653966,3.106059392,0.349573085,10.28806581,3.372944416,2.820010777,8.455437467,22.57024338,22.90750169,0.05972322,1736.407202
2.412476234,0.740137781,1.729196727,3.18932294,0.364270006,9.482029476,3.56310397,3.16913941,9.363031168,22.56311382,23.41308086,0.060546675,1750.461092
2.349649711,0.897722134,1.813735901,2.970862239,0.3372731,9.618308585,3.430735029,2.979802707,10.57927061,22.5555337,22.84591986,0.069551683,1887.571328
2.462825004,0.731199657,1.698944041,2.812252652,0.365363885,10.3758427,3.417309084,2.888239382,10.10663532,22.54302946,23.20386512,0.069427706,1870.893573
2.26532168,0.774630655,1.782980394,2.956688173,0.33433598,10.93340924,3.563858747,2.937276627,10.38542156,22.53161286,22.62097279,0.062188267,1935.657082
2.294777523,0.875712964,2.128599165,2.936291378,0.366603297,10.29480431,3.149084194,2.886250032,8.321534876,22.52518973,23.12451407,0.054724453,1718.665889
2.639765359,0.858632037,2.041535737,2.917210788,0.365033677,10.18825016,3.499653336,3.043445867,8.278061345,22.51421766,22.95989238,0.052378886,1686.80931
2.299288393,0.702956876,1.745357659,3.038957773,0.391065287,10.43451244,3.14578645,3.120859422,9.700645025,23.85768775,24.09631926,0.050065531,1852.29552
2.504276494,0.840204663,1.974268628,2.691859818,0.357564616,9.485661374,3.226467903,2.996547169,9.737829111,22.5062085,22.59971797,0.058393,1819.46646
2.437347433,0.848724296,1.910824895,2.871020673,0.37739496,9.438654096,3.191095537,3.107932473,10.90357787,22.49434465,23.57997246,0.061031436,1875.719177
2.610442392,0.943685312,1.789202864,3.005429488,0.37667707,10.70783888,3.451996167,3.151537709,9.704458707,22.48738035,23.50114665,0.057046718,1804.062381
2.575759442,0.804752432,1.982755304,2.878223054,0.338682052,10.7493517,3.331518393,2.920868794,9.377622828,22.47189597,24.41765826,0.058420987,1774.459204
2.398671508,0.825841755,2.024638464,2.788301605,0.386796508,9.422974329,3.333985464,3.199180734,10.79140478,22.46281167,22.92764827,0.051652446,1879.839381
2.27834817,0.707542437,1.850942506,2.760805864,0.357906811,9.432114831,3.371586046,3.021370185,8.474466872,22.45815632,22.68746194,0.050178171,1705.809286
2.528164878,0.756930847,2.023962333,2.723704525,0.365726174,10.91584566,3.280112485,2.924143913,7.999676545,22.4437865,22.67643581,0.05437883,1719.674023
2.302629159,0.791506513,1.954909237,3.031066821,0.380613083,9.508324107,3.123148228,3.064236489,9.693469795,22.43169665,24.21306633,0.051515738,1773.558073
2.42841102,0.731771459,1.804920445,3.155615276,0.389561947,10.89415746,3.510228811,2.858041825,8.69821638,22.42294008,24.86822413,0.053512522,1737.588525
2.42514631,0.838166466,1.778318895,3.132504278,0.350809933,9.718214498,3.129731208,2.995033095,10.43137633,22.41680203,23.64874883,0.056980722,1854.286757
2.332808143,0.751822804,1.775748976,3.020522292,0.340200903,9.701019374,3.2843414,2.977991699,9.135203744,23.8455,24.98551723,0.055705868,1755.082454
2.297612457,0.932301345,2.017159176,2.752121592,0.351361735,9.358064931,3.249301542,2.805155983,10.312483,22.40714481,24.85239879,0.057022829,1806.798855
2.588588748,0.729857448,1.913032281,2.732256807,0.366262828,9.583192292,3.54053742,3.136102359,9.2579054,22.39166725,22.64151431,0.057114819,1760.862613
2.506847648,0.882351073,2.084126721,2.709298942,0.342764604,10.99716126,3.139421382,2.877190242,8.200363145,22.38354088,22.49166731,0.06848249,1751.780893
2.468393894,0.711339702,1.894095358,2.720785207,0.359661481,9.906135829,3.490704955,2.943926447,10.81971237,22.37520722,23.19688382,0.058938956,1901.46389
2.467545359,0.881808036,1.827722108,2.697693444,0.343577251,9.696801871,3.319793783,2.871113044,8.28998063,22.36350713,22.80155057,0.053656572,1685.306039
2.444134015,0.870213451,1.947191213,2.946337489,0.360406651,10.4004856,3.25123824,2.936272116,8.55294653,22.35684413,24.02223615,0.061857848,1702.576538
2.628271021,0.829841863,1.748059933,2.916123369,0.377527955,10.99427812,3.184677532,2.830792813,8.818412856,22.34087158,24.97390293,0.062865336,1738.723925
2.338766295,0.793550031,1.912028176,3.123886688,0.338997258,10.15164921,3.178692561,3.048598395,10.34799193,22.33689563,22.76064565,0.067899656,1897.517065
2.253169863,0.718624448,1.952830443,2.710728261,0.345697984,10.34066574,3.418296431,2.890591239,10.15132081,22.32511879,22.50592348,0.055308267,1899.249699
2.273219733,0.844938636,1.882825337,2.847663146,0.39525613,9.524968676,3.333654245,3.126569104,8.295580583,22.31171203,23.51606594,0.056077203,1653.344655
2.471229389,0.944170601,1.773593272,2.749183841,0.355725673,9.937785396,3.538607319,2.887370814,10.55729567,23.8371107,24.10030722,0.060909371,1876.229232
2.452658823,0.868864855,1.826751634,2.82685276,0.394013261,9.983619733,3.357577345,2.919022823,8.406465206,22.30839384,24.58048476,0.065508643,1667.186859
2.56827923,0.935152935,2.050403469,2.718493774,0.33781838,10.75883089,3.437761902,3.185374041,8.943167821,22.29725839,24.17083195,0.062327563,1710.402123
2.692929234,0.784088975,1.654197932,2.930841254,0.366031746,10.49850018,3.248618226,2.963645809,10.27282271,22.28243292,23.09808155,0.065624788,1881.985833
2.424358337,0.781547921,1.668922716,2.67125565,0.384836169,9.528853269,3.411369382,2.896265257,10.88557157,22.27862509,23.48152465,0.058182308,1886.998387
2.229180967,0.788992337,1.716926123,3.225910513,0.387106285,10.79701195,3.405444398,3.070702382,8.432671926,22.26644619,24.39976803,0.052153084,1705.340527
2.617250227,0.719327983,2.0125175,3.204300884,0.371788763,9.252754186,3.31482742,3.105446742,10.63142151,22.25848941,22.78716568,0.06601812,1883.205557
2.370495079,0.76719816,1.752140689,2.866844539,0.398208685,10.23317491,3.32307931,2.988877744,8.86595132,22.24298474,24.11057408,0.056599578,1724.174198
2.231203714,0.915928149,1.668084557,3.078228737,0.393091263,10.18086823,3.587222302,2.961414219,8.702133508,22.23789186,23.85384892,0.054620384,1708.430551
2.361327373,0.754807915,1.726311934,3.000594169,0.332296669,9.732251382,3.162502438,3.1110708,8.950054352,22.22833174,22.98849777,0.069744102,1740.935128
2.436159131,0.817764262,2.066092918,2.8080499,0.336815709,10.18255461,3.245530071,2.845354131,8.973355462,22.21929163,22.97717908,0.061901909,1764.067102
2.748097436,0.885461142,1.995808493,3.166558592,0.346960675,10.14318016,3.41282142,2.938900632,10.36023542,23.82089296,24.66318447,0.063571589,1860.533689
2.664435748,0.743921168,1.865029628,2.766441543,0.349845403,10.41476346,3.204759804,2.86337525,9.496499618,22.20173598,22.77501753,0.064849381,1829.561065
2.449939823,0.837487723,1.761488486,3.133245457,0.342948738,10.06617779,3.342975872,2.818191645,9.723215722,22.19547745,23.72812613,0.054899885,1805.13149
2.244851282,0.877248628,1.856194619,3.177208842,0.383397783,10.82011498,3.512630981,3.047343608,7.956564843,22.18477884,24.13601804,0.060398803,1659.970644
2.580320587,0.848008624,2.00710095,3.148859262,0.384978677,10.87978285,3.34026751,3.039394974,10.70253143,22.1750803,22.74749726,0.0556393,1942.966756
2.67227926,0.92002134,2.004396923,2.811519661,0.382771922,9.813149419,3.380283768,3.220551778,9.404508259,22.16374357,22.42113752,0.065787263,1781.879604
2.668393508,0.741204174,1.914672604,2.882722191,0.38473597,10.46080998,3.515661049,2.852277591,10.15775711,22.15874123,22.86475123,0.053360608,1881.91349
2.533285992,0.697636171,1.907001124,2.887799923,0.354131966,10.1711107,3.195786338,3.184416848,8.383958739,22.14382344,22.45460763,0.069160883,1724.475116
2.612679025,0.875881337,1.905056012,3.103968502,0.38936269,10.25960596,3.46027806,2.93126513,10.50696894,22.13764416,22.19380186,0.05617522,1939.158365
2.442761363,0.904648829,2.13415945,3.183930534,0.35506277,10.54027231,3.522103276,2.835075254,9.746220337,22.12614848,22.85649352,0.056831604,1847.618292
2.284358954,0.711791276,2.0663659,3.083638759,0.355480704,9.43965322,3.16723251,2.904396386,8.644530076,22.11091479,24.6384131,0.068438254,1688.333235
2.226605113,0.794075677,2.037343427,3.078516949,0.36390229,9.770663298,3.189536734,2.800224556,9.715516318,23.8198162,24.26014304,0.054077226,1839.100071
2.704243166,0.947409328,1.765618871,2.865085208,0.390532396,10.92150591,3.447261064,2.848770214,9.214897817,22.10053714,22.65863685,0.053603896,1814.697195
2.439026541,0.922321734,1.68648498,2.783967388,0.35321681,9.301004056,3.445411765,2.91581994,9.571497177,22.09083465,22.22880551,0.051433793,1802.10433
2.494399129,0.856571394,1.833147606,2.88982649,0.341937173,9.86697607,3.416358598,3.167654085,9.102632777,22.08954462,22.17818548,0.056340304,1770.458363
2.45169577,0.894675082,1.841296535,3.110527521,0.348160144,9.335897849,3.25255012,3.005860372,7.993439596,22.07059396,22.53751366,0.06885525,1659.390135
2.591070805,0.949710525,1.838927932,2.867893019,0.348063364,10.81339263,3.144505847,3.059448779,9.433815361,22.06845292,22.79825966,0.065069562,1812.90724
2.414551629,0.906995509,1.962350237,2.774174783,0.338010979,10.9037577,3.558459486,3.133753494,8.467478172,22.05186026,22.9672429,0.051978941,1705.231726
2.709318469,0.911762944,1.757756852,3.143144658,0.354980181,9.926883793,3.512083047,2.976879664,8.840322749,22.04562402,22.6617948,0.068829316,1738.255791
2.469929738,0.766651274,2.081792258,3.119289233,0.361823621,9.337616841,3.551566158,3.055233656,8.539037645,22.0376363,23.10474636,0.067423616,1678.640699
2.38755925,0.928443082,1.930330223,3.161985407,0.371062774,9.464004357,3.494752361,2.935086565,9.819118583,22.02547394,23.46847252,0.062769078,1787.394172
2.374632664,0.817416671,1.964654648,2.96607705,0.381151392,10.48648586,3.425100529,2.966223679,10.24457383,22.01026052,22.4173429,0.051365988,1904.661049
2.550494174,0.708317355,1.763595063,3.00291944,0.343278884,10.17791206,3.553296866,3.014849803,8.064440639,23.9831896,24.87769868,0.061741643,1677.321684
