@@ROOF@@,@@WALL@@,@@FLOOR@@,@@WIN@@,@@SHGC@@,@@LPD@@,@@HEATEFF@@,@@COP@@,@@EPD@@,@@HSP@@,@@CSP@@,@@OCC@@,c0: Total[kBtu]
0.542526707,0.152735654,0.224182687,1.64748464,0.38178747,6.460711959,3.798310904,3.21286242,9.534708608,23.98904686,25.41158447,5,83253.80837
0.639065297,0.117838976,0.336328825,1.454467429,0.415090526,7.645128809,3.398691008,3.117982792,10.61061193,23.89188037,26.39453632,5,91332.09408
0.444539011,0.159444833,0.422990786,3.154689992,0.401594327,8.835488487,3.886140748,3.292521472,10.03298482,22.80898694,28.7242217,5,86979.88789
0.685833379,0.111158648,0.219233264,1.537297424,0.443430998,10.17770484,3.34361083,3.372017742,8.60909194,22.79362814,28.41176862,5,83741.21619
0.579845799,0.124423539,0.382730924,1.889767527,0.473231426,10.80236878,3.499754051,4.302706423,8.311314685,22.77695331,28.49658171,4,82798.75387
0.487653645,0.125885664,0.366424563,3.11047028,0.46785332,7.555670369,3.000930164,4.667184401,8.141483472,22.76952324,25.53601896,4,82023.26821
0.303043463,0.123862978,0.402984885,2.008839669,0.337548361,7.091609897,3.874853752,4.185373888,8.753433362,22.75536567,23.8842622,4,81217.42145
0.425094788,0.158291303,0.2932058,2.321727507,0.403233585,8.859958163,2.958131398,4.571833462,8.352749322,22.75027325,26.5287516,4,82169.01807
0.333830446,0.105012367,0.216367632,2.800637445,0.487110072,7.618287795,3.495434532,3.676904963,10.02540996,22.72971489,25.09814817,4,90632.47771
0.313523456,0.145419331,0.396845964,1.576831921,0.455920745,8.683865644,3.666226768,4.28781049,9.125981714,22.7250583,28.98262068,5,79587.41005
0.481756481,0.108062914,0.409826769,3.107374775,0.369404775,9.169496083,3.801066176,4.3780822,8.996766188,22.71136095,28.07600727,3,84287.40768
0.343077374,0.127666645,0.253921305,1.796847092,0.361243975,9.985202847,3.290889282,4.217776564,9.815477582,22.69399762,28.61089967,3,87718.23822
0.360358686,0.138298431,0.264874263,1.757668079,0.418174394,8.296963756,3.907346472,3.736161308,9.973721815,23.87164574,27.58742179,3,85880.42107
0.516815529,0.12064281,0.296306255,2.013320242,0.353307676,10.24248128,3.880080838,4.468966454,10.91013073,22.6866682,24.01660429,4,97401.23933
0.699958305,0.101322522,0.412861757,1.46327426,0.463110873,10.96369343,2.970678262,3.628783373,10.23653555,22.67725717,26.76392315,3,96195.8619
0.455548463,0.102819021,0.240494046,2.888493336,0.481670388,6.429825078,3.917803625,3.704724426,10.89298863,22.6647862,24.61516844,5,91372.5714
0.366912328,0.094784312,0.374256137,1.934838602,0.412310344,9.69846474,3.573255721,4.068779397,10.80258008,22.64778747,26.30898294,3,94657.11446
0.316678676,0.09159101,0.395711183,2.837018472,0.389084068,6.613307229,3.540540881,3.384413731,10.20594135,22.63836716,28.31457822,3,85539.78002
0.490790014,0.119348922,0.20770495,1.723511172,0.488234296,7.067492214,3.120393572,3.273852195,9.800422753,22.62587122,23.24585137,3,92288.7395
0.352116504,0.125490973,0.29464661,2.60514198,0.36471657,10.90229713,3.423412849,3.554670845,8.855484069,22.61745609,23.19036886,3,95422.2784
0.349213324,0.12938758,0.226164801,2.592073394,0.417177024,10.48347031,3.808946769,3.498432688,10.85786759,22.60771283,28.78372663,3,93690.10601
0.346762425,0.161960036,0.288601039,1.682874159,0.359451407,6.210864972,3.627776121,4.597940895,10.50085668,22.58526997,25.85711209,4,82471.41136
0.515402485,0.150197692,0.309680128,1.68649314,0.445270643,8.14551781,3.428963894,3.310907461,8.498871014,22.57849863,26.62836176,3,80206.17328
0.366674641,0.115773613,0.248110867,3.020618257,0.409483464,7.724332975,3.254743513,4.011679648,9.948791569,23.8641219,26.19036422,3,91236.89265
0.452374271,0.118881677,0.243180303,1.497268544,0.45895863,8.291251263,3.903216469,2.955078047,8.008817473,22.56051581,26.67597736,4,78269.51921
0.503110121,0.143997703,0.222282777,1.556075028,0.349327039,9.31593336,2.901439363,2.842010031,9.943067964,22.55088441,25.33448693,4,93026.47556
0.3477897,0.096884515,0.393947959,2.613787574,0.411985453,9.833667862,3.358773897,3.957149561,8.190547201,22.54038101,27.60998507,3,83868.83641
