@@ROOF@@,@@WALL@@,@@FLOOR@@,@@WIN@@,@@SHGC@@,@@LPD@@,@@HEATEFF@@,@@COP@@,@@EPD@@,@@HSP@@,@@CSP@@,@@OCC@@,c0: Annual_T[GJ]
2.292175152,0.707900506,1.706863415,2.969876085,0.383414576,10.4255216,3.404257637,2.971455011,8.099937619,18.38537719,23.35651244,0.059813323,1663.843154
2.240845569,0.840105997,1.970352886,2.854651474,0.389938063,10.19864859,3.133693025,3.041343956,10.64978602,21.18665805,25.1918194,0.069838506,1838.657268
2.263735049,0.697907253,1.678407239,3.012686269,0.394583079,10.25501663,3.162516946,2.989285003,9.753802568,22.52053757,24.4616232,0.062631418,1811.937364
3.183139491,1.231500375,2.072868489,1.824090558,0.383414576,10.4255216,3.404257637,2.971455011,8.099937619,18.38537719,23.35651244,0.059813323,1606.071863
3.166233765,1.296986386,2.282983862,1.96295505,0.394669224,10.28685606,3.155254935,2.972164688,8.038871532,20.6543562,23.29374245,0.052562877,1605.483644
3.291016339,1.215537152,2.214549352,1.712414291,0.389591727,10.95751311,3.227272727,2.83558639,8.90743344,21.17781961,23.58840145,0.054030666,1708.623662
3.199903341,1.241962466,2.128986532,1.899237257,0.362737978,9.98816002,3.270888608,2.964298155,9.78306484,20.59722592,28.70371676,0.060782729,1701.714319
3.37922583,1.274395475,2.044658455,1.928028985,0.395447613,10.66764581,3.204355996,2.93229185,8.671067581,18.37569626,24.07025136,0.065814904,1659.539269
3.168970244,1.246889996,2.047557055,1.895881226,0.399349137,10.68199446,3.193232626,2.8676129,8.86595132,21.89158169,27.09569703,0.056599578,1649.707965
3.149358057,1.238614274,2.05649443,1.939853883,0.369979293,10.3799205,3.175523492,2.862450889,9.135203744,23.81459999,26.66191993,0.055705868,1666.505464
3.110323779,1.232881075,2.012587355,1.98947457,0.372323055,9.417254382,3.238576112,2.944670545,7.904115267,20.19608688,26.94926618,0.064723596,1543.445958
3.296669954,1.389851461,2.577802399,1.825323531,0.393964626,10.4631714,3.192587376,2.884970585,9.008069753,21.04642678,23.96590527,0.054407251,1688.033852
2.393381754,0.761964108,1.733888041,3.184308167,0.38915184,10.59586952,3.503041717,2.873861948,10.56807593,19.66346377,28.24931657,0.06694685,1817.981491
3.11582817,1.411382309,2.382782296,1.753319887,0.389938063,10.19864859,3.133693025,3.041343956,10.64978602,21.18665805,25.1918194,0.069838506,1796.939384
3.315857307,1.305060597,2.104654598,1.955794213,0.38915184,10.59586952,3.503041717,2.873861948,10.56807593,19.66346377,28.24931657,0.06694685,1791.160483
3.250718994,1.396843238,2.031336501,1.871498677,0.387350694,10.41112976,3.226314724,2.844351461,9.011191669,19.76548271,24.9249637,0.054251175,1677.611914
3.235861176,1.340747504,2.218265923,1.980032379,0.376436616,10.35509824,3.102135348,2.880919325,10.46370198,19.87499066,24.0637438,0.060141672,1809.985506
3.328488509,1.211647001,2.037272442,1.980291495,0.368828593,10.19044643,3.200536682,2.872561485,9.265537432,19.48488364,23.44263454,0.064886462,1710.600997
3.111264578,1.251585085,2.14467128,1.81266511,0.371739864,10.94664264,3.180908211,2.856177344,8.627247353,23.65618376,25.95277673,0.055868566,1651.932617
3.255947824,1.224064472,2.177125085,1.946063093,0.399086736,10.92193531,3.374820576,2.798224862,9.679401896,22.43233565,28.86912171,0.065897805,1723.04987
3.400738905,1.325646426,2.017542927,1.977172059,0.396373345,9.712891891,3.224473214,2.911245231,10.35726952,18.811565,26.89542552,0.067038744,1750.878721
3.10549934,1.238763711,2.031980723,1.743364591,0.398126586,9.689065424,3.139218531,2.986563799,7.805855236,19.50161683,23.17347905,0.054163021,1560.326435
3.212119452,1.211158583,2.237034835,1.913181237,0.381416038,10.89780194,3.345301148,2.90351499,10.46995668,19.62021861,28.37185807,0.062674169,1793.445889
2.343709242,0.829420404,1.671552817,3.047063173,0.387350694,10.41112976,3.226314724,2.844351461,9.011191669,19.76548271,24.9249637,0.054251175,1726.424828
3.37365103,1.322886544,2.052366202,1.788082223,0.39510464,10.93581749,3.240922237,3.083946414,9.878613565,21.37199643,24.77722755,0.059173367,1760.661337
3.213425034,1.333705347,2.082099028,1.961228211,0.376929636,9.927989487,3.161703138,2.875918181,7.993439596,21.68471275,24.75881556,0.06885525,1583.197175
3.107717699,1.29811923,2.045435838,1.886848053,0.387608406,10.30050027,3.126974178,2.884536871,10.76365153,19.13662538,25.35683742,0.051831192,1815.027501
3.109981258,1.308247682,2.212545217,1.862958028,0.385324971,10.63362242,3.220680916,2.858237314,9.610367153,18.91820138,24.87835052,0.065275503,1738.462968
3.128055853,1.235118454,2.115054737,1.911125324,0.393370922,10.93230739,3.471600703,2.920287193,8.919103674,21.44579636,24.08678645,0.069246098,1700.449484
3.392556971,1.363425305,2.161685828,1.874802147,0.393635591,10.45702447,3.221934375,3.165673518,9.404508259,21.79649228,24.40285754,0.065787263,1704.784905
3.187838479,1.31001819,2.293094045,1.921648846,0.384197098,10.58521328,3.154044343,2.786543508,8.677279467,23.28752048,23.79332839,0.069112985,1706.882088
3.502157304,1.546149104,2.035934682,1.79135464,0.395904447,10.43274774,3.135788052,2.938445945,8.298628847,21.1400434,27.09154019,0.068627188,1581.970519
3.469980986,1.371289361,2.086474293,1.987746329,0.395706952,10.78543256,3.19274613,2.936131774,9.722264889,22.85364614,23.01971918,0.060429301,1814.618412
3.106973003,1.474734268,2.078044639,1.827200622,0.384260143,10.61289088,3.23003518,2.901657845,8.306321022,20.92483634,25.98402156,0.057853682,1609.978911
2.332379118,0.788192451,1.830480666,3.22377131,0.376436616,10.35509824,3.102135348,2.880919325,10.46370198,19.87499066,24.0637438,0.060141672,1863.496322
3.480591788,1.246317058,2.179987824,1.98376583,0.399159424,9.914982104,3.288570592,2.960590879,7.925905631,18.33545087,28.30118991,0.055886833,1532.349126
3.207750643,1.31487502,2.030174397,1.968222305,0.358271543,10.84842133,3.223560365,2.82813733,10.51935119,23.92996561,26.85834498,0.054584735,1793.91251
3.452277768,1.39203275,2.046646556,1.894669472,0.382440126,10.76433873,3.262716393,2.933184164,10.18224808,20.56574992,27.68452718,0.063732843,1755.119201
3.347435088,1.247080732,2.092580145,1.986518416,0.399425563,10.99345161,3.142322375,2.818018358,8.543468759,23.83330168,25.75105887,0.05968298,1664.914905
3.152043959,1.457541126,2.299825037,1.820493745,0.374725009,10.06643488,3.108239631,2.874935052,7.889237552,18.42608307,27.55726541,0.058743065,1536.750429
3.447024384,1.420726465,2.052648258,1.895276354,0.396543484,10.96951181,3.262111379,2.807216948,9.214897817,21.72064457,28.93733002,0.053603896,1684.562692
3.166981487,1.244095276,2.014527704,1.872994376,0.392287067,10.87580259,3.382034023,2.888303568,10.17291481,20.54960329,25.61382257,0.052639287,1783.581837
3.177117019,1.275196803,2.054701661,1.933128589,0.385033331,10.82499959,3.114678394,2.791509905,10.59098611,18.49201863,26.34459881,0.055745879,1821.275186
3.324049497,1.409228133,2.061636434,1.936061039,0.391256557,10.88466861,3.265371272,2.974692364,9.704458707,22.18485642,23.323213,0.057046718,1783.237714
3.202980414,1.24873398,2.078589706,1.98491611,0.368979343,10.3524808,3.140337108,3.156092602,8.928034192,19.38800118,23.9348608,0.059298311,1657.944847
2.403013928,0.69330913,1.676599569,3.224193187,0.368828593,10.19044643,3.200536682,2.872561485,9.265537432,19.48488364,23.44263454,0.064886462,1771.010255
3.20195088,1.291296801,2.056821858,1.804500808,0.395969189,10.75033364,3.226948284,2.793732495,10.21913961,20.76956462,28.1910309,0.058618376,1766.160208
3.165753138,1.406055895,2.137848673,1.761378457,0.389817314,10.89533259,3.146074742,2.890176659,8.265771208,20.12759266,24.46924424,0.069373884,1630.553777
3.107231406,1.577293231,2.173491938,1.830750498,0.352263788,10.21960505,3.360383286,2.926037993,8.957826532,18.08756078,24.2982316,0.055029949,1655.120023
3.381979633,1.234413289,2.091847658,1.852738113,0.378081966,10.76314175,3.141780452,2.813097606,9.496499618,21.84208318,24.79513003,0.064849381,1744.240368
3.271015075,1.231924303,2.051367241,1.929816532,0.375156641,10.68729119,3.361352157,3.013899076,10.22806732,22.40914028,26.65476706,0.056899431,1754.46498
3.23888839,1.301655073,2.078823784,1.903486046,0.371797972,10.49047795,3.24238473,2.993279865,9.102632777,21.70745355,24.11541614,0.056340304,1691.455507
3.20458942,1.27585562,2.211088134,1.873302671,0.365473131,10.65816455,3.1587201,2.805848863,8.973355462,21.86314995,28.36021817,0.061901909,1653.035425
3.232978479,1.336993356,2.164600786,1.963891503,0.399861869,10.15009357,3.23227976,2.95440108,8.258397777,22.46359354,25.47792479,0.05791463,1598.670047
3.148147412,1.355176842,2.098509529,1.912243637,0.386915412,9.783665581,3.258532204,2.886639744,8.451086631,20.80806931,25.32497252,0.059398354,1603.078789
3.47208545,1.23802649,2.037000554,1.786594828,0.386036336,10.37027221,3.248007362,3.033550837,9.085848433,22.99375491,26.55187086,0.067441243,1642.064914
2.237365511,0.722661905,1.767910322,2.951273848,0.371739864,10.94664264,3.180908211,2.856177344,8.627247353,23.65618376,25.95277673,0.055868566,1731.47763
3.414034852,1.26246888,2.11643149,1.876995419,0.394265748,10.94832793,3.103171308,2.915712985,8.816322187,18.34403169,26.03005786,0.066312813,1661.306277
3.19092659,1.20716565,2.079735379,1.972055698,0.397276704,10.14423198,3.275022957,2.955378562,9.88916962,18.06194165,24.8018204,0.065478409,1744.28961
3.2444801,1.27652888,2.031661925,1.931110296,0.39546804,10.56589857,3.215835844,2.958771325,9.162615722,21.52434679,27.9326889,0.053454934,1655.270466
3.512063509,1.382025337,2.01718993,1.972321324,0.396833055,10.71225963,3.249330772,2.941593132,10.40318466,18.46334837,23.44997791,0.06337986,1823.94677
3.408039377,1.416087707,2.036484358,1.887984636,0.388420059,10.61446443,3.221691857,2.949847799,10.71568975,23.66557982,24.50778684,0.054130827,1853.154606
3.344509738,1.285305094,2.153507529,1.971930163,0.371901009,10.14670224,3.235428957,2.871823906,7.833623869,19.40832194,27.11015675,0.059406112,1547.919277
3.147323811,1.24042109,2.0543522,1.95447123,0.390269574,10.73894376,3.176756282,2.808776718,10.82317934,19.42605547,26.06188879,0.067544476,1835.256925
3.118874297,1.293423694,2.099402671,1.889085581,0.398274511,10.22561262,3.198275824,2.951349302,8.295580583,21.97405443,25.80142346,0.056077203,1598.595445
3.383813749,1.319034101,2.148993421,1.934021693,0.383863141,10.77488429,3.197424888,2.789697399,8.054764863,19.91027562,26.7874436,0.067813009,1602.868765
3.154029366,1.251298785,2.142157053,1.96710643,0.369286502,9.898014338,3.116586898,3.01428219,8.398368118,19.96979642,28.98926424,0.060948781,1589.499215
2.34769659,0.702435437,1.795502626,3.168464533,0.399086736,10.92193531,3.374820576,2.798224862,9.679401896,22.43233565,28.86912171,0.065897805,1767.885537
3.273324988,1.270640758,2.05997922,1.925679781,0.397868916,10.91913257,3.124039177,2.90987058,8.666178734,23.56430078,25.66091412,0.057719025,1664.563246
3.162526444,1.444679357,2.084323784,1.814889367,0.393263415,10.8374052,3.246289407,2.795632529,8.924233003,18.81668787,26.42779222,0.066418934,1670.959273
